UNDERLYING_PRICE,STRIKE,DTE,OPTION_RIGHT,MARK_IV,BID_PRICE,ASK_PRICE,QUOTE_DATE,EXPIRY_DATE,DELTA,GAMMA,VEGA,THETA,RHO,MID_PRICE,MONEYNESS,ASK_USD,BID_USD,NEGOTIATED_PRICE
58531.5602,63000.0,1.16657,put,49.44,0.074,0.079,2024-09-01,2024-09-02,-0.99555,1e-05,0.43114,-9.12528,-2.00784,0.0765,0.9290723841269841,4623.9932558,4331.3354548,4477.664355299999
58531.5602,63500.0,1.16657,put,49.45,0.0825,0.0875,2024-09-01,2024-09-02,-0.99813,0.0,0.19778,-4.18611,-2.02862,0.08499999999999999,0.921756853543307,5121.5115175,4828.8537165,4975.182617
58531.5602,64000.0,1.16657,put,49.57,0.091,0.096,2024-09-01,2024-09-02,-0.99924,0.0,0.08655,-1.83641,-2.04669,0.0935,0.914555628125,5619.0297792,5326.3719782,5472.7008786999995
58531.5602,65000.0,1.16657,put,52.46,0.109,0.113,2024-09-01,2024-09-02,-0.99978,0.0,0.02717,-0.61015,-2.07969,0.111,0.9004855415384615,6614.0663026,6379.9400618,6497.0031822
58531.5602,66000.0,1.16657,put,58.54,0.126,0.13,2024-09-01,2024-09-02,-0.99985,0.0,0.01954,-0.48973,-2.11182,0.128,0.8868418212121212,7609.102826,7374.9765852,7492.0397056
58531.5602,67000.0,1.16657,put,58.6,0.1425,0.148,2024-09-01,2024-09-02,-0.99998,0.0,0.00349,-0.0875,-2.14406,0.14525,0.873605376119403,8662.6709096,8340.7473285,8501.70911905
58531.5602,68000.0,1.16657,put,62.61,0.1595,0.1645,2024-09-01,2024-09-02,-0.99999,0.0,0.00184,-0.04925,-2.17737,0.162,0.8607582382352941,9628.441652900001,9335.7838519,9482.1127524
58531.5979,69000.0,1.16657,put,65.12,0.1765,0.1815,2024-09-01,2024-09-02,-1.0,0.0,0.00067,-0.0187,-2.20941,0.179,0.8482840275362319,10623.48501885,10330.827029349999,10477.1560241
58534.1734,52000.0,2.16657,put,71.24,0.0002,0.0005,2024-09-01,2024-09-03,-0.01459,1e-05,1.67007,-16.89147,-0.05185,0.00035,1.1256571807692308,29.2670867,11.70683468,20.48696069
58534.1734,53000.0,2.16657,put,67.58,0.0004,0.0007,2024-09-01,2024-09-03,-0.02663,2e-05,2.77967,-31.50196,-0.09446,0.00055,1.1044183660377358,40.97392138,23.41366936,32.193795370000004
58534.1734,54000.0,2.16657,put,59.73,0.0005,0.0009,2024-09-01,2024-09-03,-0.03799,3e-05,3.72768,-41.69513,-0.13456,0.0007,1.083966174074074,52.68075606,29.2670867,40.97392138
58534.1734,55000.0,2.16657,put,52.79,0.0009,0.0012,2024-09-01,2024-09-03,-0.06049,5e-05,5.40915,-63.11768,-0.21413,0.00105,1.0642576981818181,70.24100808,52.68075606,61.46088207
58534.1734,56000.0,2.16657,put,46.73,0.0016,0.002,2024-09-01,2024-09-03,-0.1062,9e-05,8.27058,-89.12406,-0.3757,0.0018,1.0452530964285713,117.0683468,93.65467744,105.36151212
58534.1734,56500.0,2.16657,put,43.98,0.0024,0.0027,2024-09-01,2024-09-03,-0.14448,0.00011,10.25743,-104.04343,-0.51122,0.00255,1.0360030690265487,158.04226818,140.48201616,149.26214217
58534.1734,57000.0,2.16657,put,41.92,0.0033,0.004,2024-09-01,2024-09-03,-0.20096,0.00015,12.66633,-122.45977,-0.71154,0.00365,1.0269153228070176,234.1366936,193.16277222,213.64973291
58534.4976,57500.0,2.16657,put,40.14,0.005,0.006,2024-09-01,2024-09-03,-0.27695,0.00018,15.1052,-139.81363,-0.98159,0.0055,1.0179912626086958,351.2069856,292.67248800000004,321.9397368
58534.4976,58000.0,2.16657,put,38.45,0.007,0.008,2024-09-01,2024-09-03,-0.37283,0.00022,17.07519,-151.42201,-1.32329,0.0075,1.009215475862069,468.2759808,409.7414832,439.008732
58534.4976,58500.0,2.16657,put,37.36,0.011,0.012,2024-09-01,2024-09-03,-0.48609,0.00024,17.9865,-154.95989,-1.72899,0.0115,1.0005897025641026,702.4139712,643.8794736,673.1467224
58534.4976,59000.0,2.16657,put,36.55,0.015,0.017,2024-09-01,2024-09-03,-0.60532,0.00023,17.36654,-146.36955,-2.15922,0.016,0.9921101288135593,995.0864592000001,878.017464,936.5519616000001
58534.4976,59500.0,2.16657,put,36.83,0.019,0.024,2024-09-01,2024-09-03,-0.71302,0.00021,15.36641,-130.50723,-2.55386,0.0215,0.9837730689075631,1404.8279424,1112.1554544,1258.4916984000001
58534.4976,60000.0,2.16657,put,36.86,0.026,0.031,2024-09-01,2024-09-03,-0.80401,0.00017,12.47828,-106.04968,-2.89403,0.028499999999999998,0.97557496,1814.5694256000002,1521.8969376,1668.2331816
58534.4976,60500.0,2.16657,put,37.17,0.033,0.0385,2024-09-01,2024-09-03,-0.87253,0.00012,9.41417,-80.70959,-3.15668,0.035750000000000004,0.9675123570247934,2253.5781576,1931.6384208000002,2092.6082892
58534.4692,61000.0,2.16657,put,39.08,0.0415,0.0465,2024-09-01,2024-09-03,-0.91216,9e-05,7.19688,-64.82834,-3.32424,0.044,0.959581462295082,2721.8528178,2429.1804718000003,2575.5166448
58534.4692,61500.0,2.16657,put,41.18,0.0495,0.054,2024-09-01,2024-09-03,-0.93834,7e-05,5.49056,-52.12879,-3.44266,0.051750000000000004,0.9517799869918699,3160.8613368,2897.4562254,3029.1587811
58534.4692,62000.0,2.16657,put,45.7,0.058,0.063,2024-09-01,2024-09-03,-0.94689,5e-05,4.88144,-51.44847,-3.50078,0.0605,0.9441043419354839,3687.6715596,3394.9992136,3541.3353865999998
58534.4691,62500.0,2.16657,put,47.04,0.0665,0.0705,2024-09-01,2024-09-03,-0.96328,4e-05,3.62555,-39.32877,-3.58658,0.0685,0.9365515056,4126.680071549999,3892.54219515,4009.61113335
58534.4691,63000.0,2.16657,put,49.81,0.0745,0.079,2024-09-01,2024-09-03,-0.97102,3e-05,2.98247,-34.25821,-3.64284,0.07675,0.9291185571428572,4624.2230589,4360.81794795,4492.520503425
58534.4691,64000.0,2.16657,put,53.58,0.0915,0.096,2024-09-01,2024-09-03,-0.98385,2e-05,1.82097,-22.4956,-3.74737,0.09375,0.9146010796875,5619.3090336000005,5355.90392265,5487.606478125001
58534.4691,65000.0,2.16657,put,54.29,0.109,0.113,2024-09-01,2024-09-03,-0.99349,1e-05,0.825,-10.32974,-3.83857,0.111,0.9005302938461539,6614.3950083,6380.2571319,6497.3260701
58534.4691,66000.0,2.16657,put,54.31,0.1255,0.13,2024-09-01,2024-09-03,-0.99779,0.0,0.31281,-3.91792,-3.91274,0.12775,0.8868858954545454,7609.480983,7346.075872050001,7477.778427525001
58534.4691,67000.0,2.16657,put,55.78,0.1425,0.148,2024-09-01,2024-09-03,-0.9991,0.0,0.13827,-1.77873,-3.97662,0.14525,0.8736487925373134,8663.1014268,8341.16184675,8502.131636775
58534.4691,68000.0,2.16657,put,62.91,0.1595,0.1645,2024-09-01,2024-09-03,-0.99892,0.0,0.1633,-2.3685,-4.0367,0.162,0.8608010161764706,9628.920166950002,9336.24782145,9482.583994200002
58534.4807,69000.0,2.16657,put,66.65,0.1765,0.1815,2024-09-01,2024-09-03,-0.99925,0.0,0.11606,-1.78329,-4.09727,0.179,0.8483258072463769,10624.00824705,10331.33584355,10477.6720453
58542.19,46000.0,5.16657,put,89.56,0.0003,0.0005,2024-09-01,2024-09-06,-0.01028,0.0,1.90259,-16.48487,-0.08844,0.00039999999999999996,1.272656304347826,29.271095000000003,17.562656999999998,23.416876000000002
58542.19,48000.0,5.16657,put,76.92,0.0004,0.0006,2024-09-01,2024-09-06,-0.01338,1e-05,2.39008,-17.78567,-0.11453,0.0005,1.2196289583333333,35.125313999999996,23.416876000000002,29.271095
58542.19,50000.0,5.16657,put,69.25,0.0007,0.0011,2024-09-01,2024-09-06,-0.02527,1e-05,4.10814,-27.52269,-0.21618,0.0009,1.1708438,64.396409,40.979533,52.687971000000005
58542.19,52000.0,5.16657,put,60.79,0.0013,0.0016,2024-09-01,2024-09-06,-0.04702,2e-05,6.84055,-40.22285,-0.4018,0.00145,1.1258113461538461,93.66750400000001,76.104847,84.88617550000001
58542.23,53000.0,5.16657,put,56.94,0.0019,0.0023,2024-09-01,2024-09-06,-0.06657,3e-05,8.99702,-49.56029,-0.5686,0.0021,1.1045703773584907,134.647129,111.230237,122.938683
58542.23,54000.0,5.16657,put,53.06,0.0027,0.0031,2024-09-01,2024-09-06,-0.09498,5e-05,11.77179,-60.43208,-0.81118,0.0029,1.0841153703703705,181.48091300000002,158.06402100000003,169.772467
58542.23,55000.0,5.16657,put,49.78,0.0042,0.0046,2024-09-01,2024-09-06,-0.13934,6e-05,15.45477,-74.4331,-1.19071,0.004399999999999999,1.064404181818182,269.294258,245.877366,257.58581200000003
58542.23,56000.0,5.16657,put,47.47,0.0065,0.007,2024-09-01,2024-09-06,-0.20775,9e-05,19.94924,-91.61654,-1.77845,0.00675,1.0453969642857144,409.79561,380.524495,395.1600525
58541.94,57000.0,5.16657,put,44.98,0.01,0.011,2024-09-01,2024-09-06,-0.29964,0.00011,24.20707,-105.34882,-2.57045,0.010499999999999999,1.0270515789473684,643.96134,585.4194,614.69037
58541.94,58000.0,5.16657,put,43.83,0.0165,0.017,2024-09-01,2024-09-06,-0.41902,0.00013,27.21583,-115.4065,-3.60924,0.01675,1.0093437931034484,995.2129800000001,965.9420100000001,980.5774950000001
58541.94,59000.0,5.16657,put,42.75,0.024,0.0255,2024-09-01,2024-09-06,-0.55084,0.00013,27.5644,-114.00494,-4.76917,0.02475,0.9922362711864408,1492.81947,1405.00656,1448.913015
58541.81,60000.0,5.16657,put,42.41,0.0345,0.037,2024-09-01,2024-09-06,-0.67807,0.00012,24.97383,-102.47185,-5.91232,0.035750000000000004,0.9756968333333333,2166.04697,2019.6924450000001,2092.8697075
58541.81,61000.0,5.16657,put,42.65,0.0455,0.051,2024-09-01,2024-09-06,-0.78381,0.0001,20.41945,-84.25799,-6.89566,0.04825,0.9597018032786885,2985.6323099999995,2663.6523549999997,2824.6423324999996
58541.81,62000.0,5.16657,put,43.94,0.06,0.065,2024-09-01,2024-09-06,-0.85804,7e-05,15.6517,-66.53762,-7.63264,0.0625,0.9442227419354838,3805.21765,3512.5085999999997,3658.863125
58541.81,63000.0,5.16657,put,45.37,0.076,0.0815,2024-09-01,2024-09-06,-0.90867,5e-05,11.43575,-50.19178,-8.18178,0.07875,0.9292350793650793,4771.157515,4449.17756,4610.1675374999995
58541.85,64000.0,5.16657,put,47.89,0.093,0.097,2024-09-01,2024-09-06,-0.93769,4e-05,8.54706,-39.60462,-8.55777,0.095,0.91471640625,5678.55945,5444.3920499999995,5561.47575
58541.85,65000.0,5.16657,put,50.79,0.1085,0.1145,2024-09-01,2024-09-06,-0.95555,3e-05,6.53754,-32.12515,-8.84389,0.1115,0.9006438461538462,6703.041825,6351.790725,6527.416275
58541.85,66000.0,5.16657,put,53.5,0.1255,0.1305,2024-09-01,2024-09-06,-0.96798,2e-05,5.00227,-25.89029,-9.08603,0.128,0.8869977272727273,7639.711425,7347.002175,7493.3568
58541.85,67000.0,5.16657,put,56.86,0.1425,0.1475,2024-09-01,2024-09-06,-0.97504,1e-05,4.06634,-22.37119,-9.28481,0.145,0.8737589552238806,8634.922875,8342.213624999999,8488.56825
58541.85,68000.0,5.16657,put,58.59,0.1595,0.1645,2024-09-01,2024-09-06,-0.98272,1e-05,2.97866,-16.88395,-9.48842,0.162,0.8609095588235294,9630.134325,9337.425075,9483.7797
58541.85,69000.0,5.16657,put,59.08,0.177,0.1815,2024-09-01,2024-09-06,-0.98936,1e-05,1.96046,-11.206,-9.68359,0.17925,0.8484326086956522,10625.345775,10361.907449999999,10493.6266125
58541.84,70000.0,5.16657,put,62.22,0.194,0.1985,2024-09-01,2024-09-06,-0.99128,1e-05,1.64697,-9.91454,-9.84081,0.19625,0.8363119999999999,11620.55524,11357.11696,11488.8361
58542.07,72000.0,5.16657,put,70.49,0.228,0.2325,2024-09-01,2024-09-06,-0.99235,0.0,1.46857,-10.01515,-10.13279,0.23025,0.8130843055555556,13611.031275000001,13347.59196,13479.3116175
58542.07,74000.0,5.16657,put,70.96,0.2615,0.267,2024-09-01,2024-09-06,-0.99686,0.0,0.66412,-4.5586,-10.45373,0.26425,0.7911090540540541,15630.73269,15308.751305,15469.741997500001
58542.07,76000.0,5.16657,put,71.5,0.296,0.301,2024-09-01,2024-09-06,-0.99876,0.0,0.28634,-1.9808,-10.75082,0.2985,0.7702903947368421,17621.16307,17328.452719999997,17474.807894999998
58542.07,78000.0,5.16657,put,74.22,0.33,0.3355,2024-09-01,2024-09-06,-0.99932,0.0,0.16356,-1.17436,-11.04008,0.33275,0.750539358974359,19640.864485000002,19318.8831,19479.873792500002
58542.07,80000.0,5.16657,put,76.89,0.364,0.37,2024-09-01,2024-09-06,-0.99962,0.0,0.09587,-0.71323,-11.32417,0.367,0.731775875,21660.5659,21309.31348,21484.93969
58542.07,82000.0,5.16657,put,79.08,0.3985,0.404,2024-09-01,2024-09-06,-0.9998,0.0,0.05392,-0.41251,-11.60877,0.40125,0.7139276829268293,23650.996280000003,23329.014895,23490.005587500003
58542.07,84000.0,5.16657,put,85.74,0.432,0.4385,2024-09-01,2024-09-06,-0.99976,0.0,0.06344,-0.52617,-11.89324,0.43525,0.6969294047619048,25670.697695,25290.17424,25480.4359675
58542.07,86000.0,5.16657,put,87.85,0.466,0.4725,2024-09-01,2024-09-06,-0.99986,0.0,0.03872,-0.32909,-12.17726,0.46925,0.6807217441860465,27661.128074999997,27280.604620000002,27470.8663475
58603.89,48000.0,12.16657,put,64.37,0.0018,0.002,2024-09-01,2024-09-13,-0.03945,1e-05,9.11785,-24.11673,-0.80887,0.0019,1.220914375,117.20778,105.48700199999999,111.34739099999999
58603.89,50000.0,12.16657,put,58.93,0.0029,0.0032,2024-09-01,2024-09-13,-0.06307,2e-05,13.2526,-32.09016,-1.29222,0.0030499999999999998,1.1720778,187.53244800000002,169.951281,178.74186450000002
58603.86,52000.0,12.16657,put,54.32,0.005,0.0055,2024-09-01,2024-09-13,-0.10474,3e-05,19.42158,-43.35179,-2.14744,0.0052499999999999995,1.1269973076923077,322.32122999999996,293.0193,307.670265
58603.86,54000.0,12.16657,put,50.2,0.0085,0.0095,2024-09-01,2024-09-13,-0.17401,5e-05,27.48284,-56.69185,-3.57441,0.009000000000000001,1.0852566666666668,556.73667,498.13281000000006,527.43474
58603.86,55000.0,12.16657,put,48.63,0.0115,0.0125,2024-09-01,2024-09-13,-0.22388,6e-05,32.00075,-63.95099,-4.60806,0.012,1.0655247272727273,732.54825,673.94439,703.24632
58603.86,56000.0,12.16657,put,47.39,0.0155,0.0165,2024-09-01,2024-09-13,-0.28483,7e-05,36.31704,-70.71788,-5.87875,0.016,1.0464975,966.96369,908.35983,937.66176
58603.92,57000.0,12.16657,put,46.46,0.021,0.022,2024-09-01,2024-09-13,-0.35585,7e-05,39.86861,-76.11528,-7.37094,0.0215,1.028138947368421,1289.28624,1230.6823200000001,1259.9842800000001
58603.92,58000.0,12.16657,put,45.82,0.0275,0.029,2024-09-01,2024-09-13,-0.43422,8e-05,42.10464,-79.27849,-9.03549,0.02825,1.0104124137931034,1699.51368,1611.6078,1655.56074
58603.92,59000.0,12.16657,put,45.36,0.036,0.0375,2024-09-01,2024-09-13,-0.51592,8e-05,42.65231,-79.51197,-10.79452,0.03675,0.993286779661017,2197.647,2109.7411199999997,2153.69406
58603.92,60000.0,12.16657,put,45.18,0.0455,0.0485,2024-09-01,2024-09-13,-0.59645,8e-05,41.43379,-76.91722,-12.56217,0.047,0.9767319999999999,2842.29012,2666.47836,2754.3842400000003
58603.92,61000.0,12.16657,put,45.21,0.056,0.06,2024-09-01,2024-09-13,-0.67156,7e-05,38.67796,-71.84156,-14.25244,0.057999999999999996,0.96072,3516.2351999999996,3281.81952,3399.02736
58603.92,62000.0,12.16657,put,45.32,0.068,0.0735,2024-09-01,2024-09-13,-0.73872,7e-05,34.79544,-64.79801,-15.80974,0.07075000000000001,0.9452245161290322,4307.38812,3985.06656,4146.2273399999995
58603.92,63000.0,12.16657,put,45.65,0.0815,0.0865,2024-09-01,2024-09-13,-0.79566,6e-05,30.34387,-56.91568,-17.18986,0.08399999999999999,0.9302209523809524,5069.239079999999,4776.21948,4922.72928
58603.82,64000.0,12.16657,put,46.36,0.096,0.102,2024-09-01,2024-09-13,-0.84092,5e-05,25.93627,-49.40921,-18.36104,0.099,0.9156846875,5977.589639999999,5625.96672,5801.778179999999
58603.82,65000.0,12.16657,put,47.2,0.1115,0.1175,2024-09-01,2024-09-13,-0.87676,4e-05,21.80971,-42.29483,-19.36154,0.11449999999999999,0.9015972307692308,6885.94885,6534.32593,6710.13739
58603.82,66000.0,12.16657,put,47.91,0.127,0.1325,2024-09-01,2024-09-13,-0.90575,3e-05,17.98049,-35.39699,-20.23381,0.12975,0.8879366666666667,7765.00615,7442.6851400000005,7603.845645
58603.82,67000.0,12.16657,put,49.11,0.143,0.149,2024-09-01,2024-09-13,-0.92624,3e-05,14.9551,-30.17997,-20.95056,0.146,0.874683880597015,8731.96918,8380.346259999998,8556.15772
58603.82,68000.0,12.16657,put,50.39,0.1595,0.1655,2024-09-01,2024-09-13,-0.94184,2e-05,12.43917,-25.75521,-21.57619,0.1625,0.8618208823529412,9698.93221,9347.30929,9523.12075
58603.82,69000.0,12.16657,put,51.79,0.176,0.1825,2024-09-01,2024-09-13,-0.9535,2e-05,10.41257,-22.158,-22.12851,0.17925,0.8493307246376811,10695.19715,10314.27232,10504.734735
